segment_id,project,module,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,any_smell
P-B_R00196,P-B,AT,0,1,1,0,1,1,0,0,0,0,1,1
P-B_R00197,P-B,AT,0,1,1,0,0,1,0,0,0,1,0,1
P-B_R00198,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00199,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00200,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00201,P-B,AT,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00202,P-B,AT,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00203,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00204,P-B,AT,0,1,1,0,0,1,0,0,0,1,0,1
P-B_R00205,P-B,AT,0,1,1,0,0,1,0,0,0,1,0,1
P-B_R00206,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00207,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00208,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00209,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00210,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00211,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00212,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00213,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00214,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00215,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00216,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00217,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00218,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00219,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00220,P-B,AT,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00221,P-B,AT,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R00222,P-B,AT,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R00223,P-B,AT,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R00224,P-B,AU,0,0,0,0,0,0,0,1,0,1,0,1
P-B_R00225,P-B,AU,0,1,0,0,0,0,0,0,0,1,1,1
P-B_R00226,P-B,AU,0,1,1,0,0,0,0,0,0,1,1,1
P-B_R00227,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00228,P-B,AU,0,1,1,0,0,0,0,0,1,1,0,1
P-B_R00229,P-B,AU,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00230,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00231,P-B,AU,0,0,0,0,0,0,0,1,1,0,0,1
P-B_R00232,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00233,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00234,P-B,AU,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00235,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00236,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00237,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00238,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00239,P-B,AU,0,0,0,0,0,0,0,1,0,1,0,1
P-B_R00240,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00241,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00242,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00243,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00244,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00245,P-B,AU,0,0,0,0,0,0,0,1,0,1,0,1
P-B_R00246,P-B,AU,0,0,0,0,0,0,0,0,0,1,0,1
P-B_R00247,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00248,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00249,P-B,AU,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00250,P-B,AU,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00251,P-B,AU,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R00252,P-B,AU,0,0,0,0,0,0,0,0,1,0,0,1
P-B_R00253,P-B,AU,0,0,0,0,0,0,0,0,1,0,0,1
P-B_R00254,P-B,AU,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00255,P-B,AU,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00256,P-B,AU,0,1,0,0,0,0,0,0,0,1,0,1
P-B_R00257,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00258,P-B,AU,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00259,P-B,AU,0,1,1,0,0,0,0,1,0,1,0,1
P-B_R00260,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00261,P-B,AU,0,1,1,0,0,0,1,0,1,0,0,1
P-B_R00262,P-B,AU,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R00263,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00264,P-B,BM,0,1,1,0,1,0,0,0,0,0,1,1
P-B_R00265,P-B,BM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00266,P-B,BM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R00267,P-B,BM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R00268,P-B,BM,0,0,0,1,0,0,0,0,1,0,1,1
P-B_R00269,P-B,BM,0,0,0,1,0,0,0,0,1,0,0,1
P-B_R00270,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00271,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00272,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00273,P-B,BM,0,1,1,0,0,0,0,0,1,0,1,1
P-B_R00274,P-B,BM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R00275,P-B,BM,0,0,0,0,1,0,0,0,1,0,0,1
P-B_R00276,P-B,BM,0,0,0,0,1,0,0,0,1,0,0,1
P-B_R00277,P-B,BM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R00278,P-B,BM,0,0,0,1,0,0,0,0,1,0,0,1
P-B_R00279,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00280,P-B,BM,0,0,0,0,0,1,0,0,0,0,1,1
P-B_R00281,P-B,BM,0,1,1,0,0,1,0,0,1,0,0,1
P-B_R00282,P-B,BM,0,0,0,0,1,0,0,0,0,0,0,1
P-B_R00283,P-B,BM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R00284,P-B,BM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R00285,P-B,BM,0,1,1,0,0,0,0,0,1,0,1,1
P-B_R00286,P-B,BM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00287,P-B,BM,0,0,0,0,1,0,0,0,0,0,0,1
P-B_R00288,P-B,BM,0,1,1,0,0,1,0,0,1,0,0,1
P-B_R00289,P-B,BM,0,0,0,0,0,0,0,0,1,0,0,1
P-B_R00290,P-B,BM,0,0,0,0,0,0,0,0,1,0,0,1
P-B_R00291,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00292,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00293,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00294,P-B,BM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R00295,P-B,BM,0,1,1,0,0,0,0,0,1,0,1,1
P-B_R00296,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00297,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00298,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00299,P-B,BM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R00300,P-B,BM,0,0,0,0,0,0,0,0,1,0,0,1
P-B_R00301,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00302,P-B,BM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R00303,P-B,BM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R00304,P-B,BM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R00305,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00306,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00307,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00308,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00309,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00310,P-B,BM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R00311,P-B,BM,0,1,1,0,1,1,0,0,0,0,0,1
P-B_R00312,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00313,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00314,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00315,P-B,BM,0,1,1,1,0,0,0,0,0,0,0,1
P-B_R00316,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00317,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00318,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00319,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00320,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00321,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00322,P-B,BM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R00323,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00324,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00325,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00326,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00327,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00328,P-B,BM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R00329,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00330,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00331,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00332,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00333,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00334,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00335,P-B,BM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R00336,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00337,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00338,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00339,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00340,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00341,P-B,BM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R00342,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00343,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00344,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00345,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00346,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00347,P-B,BM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R00348,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00349,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00350,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00351,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00352,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00353,P-B,BM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00354,P-B,BM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00355,P-B,BM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00356,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00357,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00358,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00359,P-B,BM,0,1,0,0,0,0,0,1,0,0,1,1
P-B_R00360,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00361,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00362,P-B,BM,0,1,1,0,0,0,1,1,0,0,0,1
P-B_R00363,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00364,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00365,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00366,P-B,BM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R00367,P-B,BM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00368,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00369,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00370,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00371,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00372,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00373,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00374,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00375,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00376,P-B,BM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R00377,P-B,BM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R00378,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00379,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00380,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00381,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00382,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00383,P-B,BM,0,1,1,0,1,0,0,0,1,0,0,1
P-B_R00384,P-B,BM,0,1,1,0,1,0,0,0,1,0,0,1
P-B_R00385,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00386,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00387,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00388,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00389,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00390,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00391,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00392,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00393,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00394,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00395,P-B,BM,0,1,0,0,0,0,0,1,0,0,1,1
P-B_R00396,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00397,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00398,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00399,P-B,BM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R00400,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00401,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00402,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00403,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00404,P-B,BM,0,1,1,0,0,0,0,0,1,0,1,1
P-B_R00405,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00406,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00407,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00408,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00409,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00410,P-B,BM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00411,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00412,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00413,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00414,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00415,P-B,BM,0,1,1,1,0,0,0,0,0,0,0,1
P-B_R00416,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00417,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00418,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00419,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00420,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00421,P-B,BM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00422,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00423,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00424,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00425,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00426,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00427,P-B,BM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00428,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00429,P-B,CM,0,0,0,0,0,0,0,0,1,0,1,1
P-B_R00430,P-B,CM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R00431,P-B,CM,0,0,0,1,1,0,0,0,1,0,0,1
P-B_R00432,P-B,CM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00433,P-B,CM,0,1,0,0,0,1,0,0,0,0,0,1
P-B_R00434,P-B,CM,0,0,0,1,1,0,1,0,0,0,0,1
P-B_R00435,P-B,CM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00436,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00437,P-B,CM,0,1,0,1,0,1,0,0,0,0,0,1
P-B_R00438,P-B,CM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00439,P-B,CM,0,1,0,0,0,1,0,1,0,0,0,1
P-B_R00440,P-B,CM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R00441,P-B,CM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00442,P-B,CM,0,1,0,0,0,0,0,0,1,0,0,1
P-B_R00443,P-B,CM,0,1,0,0,0,1,0,0,0,0,0,1
P-B_R00444,P-B,CM,0,1,0,1,0,1,0,0,0,0,0,1
P-B_R00445,P-B,CM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R00446,P-B,CM,0,1,1,0,0,0,0,0,1,0,1,1
P-B_R00447,P-B,CM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R00448,P-B,CM,0,1,1,1,1,0,0,0,0,0,0,1
P-B_R00449,P-B,CM,0,0,0,0,0,1,0,0,1,0,0,1
P-B_R00450,P-B,CM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00451,P-B,CM,0,1,0,0,0,1,0,0,0,0,0,1
P-B_R00452,P-B,CM,0,1,0,0,0,1,0,1,0,0,0,1
P-B_R00453,P-B,CM,0,0,0,0,0,1,0,0,1,0,0,1
P-B_R00454,P-B,CM,0,1,0,0,0,1,0,1,0,0,0,1
P-B_R00455,P-B,CM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R00456,P-B,CM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00457,P-B,CM,0,0,0,0,0,1,0,0,0,0,1,1
P-B_R00458,P-B,CM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00459,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00460,P-B,CM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R00461,P-B,CM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R00462,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00463,P-B,CM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00464,P-B,CM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00465,P-B,CM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00466,P-B,CM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00467,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00468,P-B,CM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R00469,P-B,CM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R00470,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00471,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00472,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00473,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00474,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00475,P-B,CM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00476,P-B,CM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00477,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00478,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00479,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00480,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00481,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00482,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00483,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00484,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00485,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00486,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00487,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00488,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00489,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00490,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00491,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00492,P-B,CM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00493,P-B,CM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00494,P-B,CM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00495,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00496,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00497,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00498,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00499,P-B,CM,0,1,0,0,0,0,0,1,0,0,1,1
P-B_R00500,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00501,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00502,P-B,CM,0,1,0,0,0,0,0,1,0,0,1,1
P-B_R00503,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00504,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00505,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00506,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00507,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00508,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00509,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00510,P-B,CM,0,1,0,0,0,0,0,1,0,0,1,1
P-B_R00511,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00512,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00513,P-B,CM,0,1,1,0,0,0,0,1,0,0,1,1
P-B_R00514,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00515,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00516,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00517,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00518,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00519,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00520,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00521,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00522,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00523,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00524,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00525,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00526,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00527,P-B,CM,0,0,0,0,0,0,0,1,0,0,1,1
P-B_R00528,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00529,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00530,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
P-B_R00531,P-B,CM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00532,P-B,CM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R00533,P-B,CM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00534,P-B,CM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R00535,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00536,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00537,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00538,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00539,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00540,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00541,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00542,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00543,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00544,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00545,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00546,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00547,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00548,P-B,CM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R00549,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00550,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00551,P-B,CM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R00552,P-B,CM,0,0,0,0,0,0,0,0,0,0,1,1
